X,Y,id
-8463838.881,452343.8353,1
-8490166.21,452403.9891,3
-8488682.415,452163.3738,3
-8486176.005,452263.6302,1
-8470716.469,452243.5789,1
-8486376.518,452283.6814,2
-8484832.57,452203.4763,2
-8476330.827,452263.6302,3
-8473443.443,452223.5276,3
-8471177.649,452163.3738,3
-8465442.983,452323.784,2
-8464681.035,453045.63,2
-8487379.082,452163.3738,3
-8486757.492,452243.5789,3
-8482165.75,452303.7327,2
-8472561.187,452444.0917,3
-8471037.29,452143.3225,1
-8467047.085,452223.5276,1
-8466224.983,452504.2455,1
-8465563.291,452163.3738,3
-8492251.543,452243.5789,3
-8478857.289,452383.9378,3
-8490928.158,452203.4763,3
-8479659.34,452143.3225,2
-8468230.111,452223.5276,3
-8463718.573,452163.3738,3
-8491509.645,452323.784,2
-8483108.16,452123.2712,3
-8474105.136,452063.1174,2
-8464660.983,452063.1174,1
-8485534.364,452163.3738,3
-8480681.955,452083.1687,2
-8465382.829,452143.3225,1
-8476150.366,452023.0148,3
-8485133.339,452063.1174,3
-8463758.676,451962.861,3
-8478195.596,452464.143,2
-8476671.699,452063.1174,1
-8473262.982,452023.0148,1
-8472581.238,452043.0661,2
-8469312.88,452043.0661,2
-8492432.004,451882.6559,3
-8491609.902,452043.0661,3
-8488963.133,452043.0661,1
-8469994.623,451982.9123,2
-8490888.056,451962.861,2
-8488120.979,451942.8097,2
-8482646.98,451962.861,2
-8484672.159,451942.8097,2
-8482085.544,451982.9123,2
-8467969.444,451942.8097,3
-8465583.342,451942.8097,2
-8464600.83,451962.861,2
-8463939.137,452143.3225,2
-8488542.056,452023.0148,2
-8464841.445,451842.5533,2
-8488662.364,451862.6046,3
-8486496.826,451822.502,3
-8465683.599,451782.3995,1
-8485514.313,451942.8097,2
-8468149.906,451882.6559,2
-8486617.133,451742.2969,2
-8479478.878,451862.6046,2
-8473603.854,453045.63,2
-8471859.392,451822.502,1
-8465442.983,451722.2456,1
-8477373.494,451942.8097,2
-8475809.494,451682.1431,3
-8482005.339,451782.3995,2
-8492512.209,451682.1431,2
-8484672.159,451742.2969,3
-8463838.881,451642.0405,3
-8480842.365,451822.502,3
-8491930.722,451702.1944,2
-8490426.876,451682.1431,3
-8478335.955,451662.0918,1
-8465001.855,451561.8354,1
-8489424.312,451702.1944,3
-8464761.24,451722.2456,1
-8488461.851,451662.0918,3
-8481143.134,451982.9123,2
-8476972.468,451722.2456,2
-8471438.315,451802.4508,1
-8468791.547,451802.4508,2
-8465382.829,451662.0918,2
-8478817.186,451521.7329,3
-8468891.803,451561.8354,3
-8466465.598,451601.938,1
-8489223.8,452023.0148,2
-8486216.108,451601.938,2
-8482546.724,451682.1431,2
-8491088.568,451621.9893,2
-8488522.005,451541.7841,2
-8488120.979,451581.8867,3
-8485514.313,451541.7841,1
-8476090.212,451521.7329,3
-8473303.084,451642.0405,3
-8469774.059,451541.7841,3
-8484932.826,451521.7329,3
-8471759.136,451541.7841,3
-8487519.441,451481.6303,1
-8486717.39,451461.579,2
-8483609.442,451541.7841,3
-8473824.418,451441.5277,1
-8471177.649,451541.7841,1
-8468450.675,451401.4252,2
-8467327.803,451481.6303,1
-8463878.983,451481.6303,3
-8490527.133,451481.6303,2
-8473483.546,451461.579,1
-8464300.06,451401.4252,2
-8489725.082,451441.5277,2
-8481784.775,451441.5277,2
-8492592.414,451261.0662,2
-8482266.006,451381.3739,2
-8480621.801,451401.4252,3
-8480220.776,451421.4765,2
-8470515.957,452023.0148,3
-8470195.136,451541.7841,2
-8485173.441,451481.6303,2
-8469192.572,451381.3739,2
-8467307.752,451682.1431,3
-8485654.672,451501.6816,3
-8483328.724,451361.3226,3
-8482566.775,451481.6303,3
-8473684.059,451341.2714,3
-8491750.261,451281.1175,3
-8487379.082,451301.1688,1
-8481163.186,451281.1175,3
-8471859.392,451902.7072,2
-8469373.034,451381.3739,3
-8465803.906,451281.1175,2
-8487659.8,451702.1944,2
-8482787.339,452263.6302,2
-8476832.109,452644.6045,2
-8475268.11,451220.9637,3
-8469693.854,451200.9124,3
-8468310.316,451401.4252,3
-8463919.086,451281.1175,3
-8490787.799,451180.8611,2
-8474125.187,451200.9124,3
-8469192.572,451241.015,3
-8467608.521,451541.7841,2
-8465422.932,451361.3226,1
-8480822.314,451140.7586,3
-8465142.214,451261.0662,2
-8464721.137,451200.9124,1
-8465202.368,452303.7327,3
-8484130.775,451100.656,2
-8475127.751,451301.1688,2
-8467006.983,451200.9124,1
-8491208.876,451080.6047,2
-8489484.466,451080.6047,3
-8488943.082,451120.7073,2
-8472140.11,451120.7073,3
-8464600.83,451120.7073,2
-8481303.545,451180.8611,2
-8476350.879,451341.2714,3
-8469894.367,451140.7586,2
-8480621.801,451241.015,2
-8466766.368,451040.5022,1
-8481824.878,451080.6047,2
-8478095.34,451541.7841,2
-8470255.29,451120.7073,3
-8470355.546,451040.5022,1
-8488682.415,451140.7586,2
-8479458.827,451200.9124,2
-8469212.624,451020.4509,1
-8464139.65,451140.7586,1
-8478496.366,451000.3996,3
-8470836.777,450960.2971,2
-8470495.905,451020.4509,3
-8467408.009,451120.7073,3
-8465021.906,451080.6047,1
-8490166.21,450960.2971,3
-8482667.031,451040.5022,2
-8469573.547,451000.3996,3
-8468931.906,451100.656,2
-8467027.034,450920.1945,3
-8481042.878,451020.4509,2
-8480421.288,450860.0407,3
-8467708.778,451140.7586,2
-8484331.288,451060.5535,3
-8481303.545,450900.1432,3
-8467147.342,451220.9637,2
-8484912.775,451120.7073,2
-8484752.364,450980.3483,3
-8466084.624,450880.0919,1
-8465783.855,450960.2971,1
-8492171.338,450880.0919,2
-8490928.158,450819.9381,3
-8487960.569,450900.1432,2
-8487559.543,450860.0407,3
-8471177.649,450779.8356,2
-8474425.956,450819.9381,1
-8470916.982,451160.8098,3
-8468951.957,450839.9894,3
-8465082.06,450900.1432,2
-8464079.496,450819.9381,2
-8491088.568,450779.8356,2
-8485333.852,450880.0919,3
-8490346.671,450860.0407,1
-8489464.415,450759.7843,3
-8474566.315,450880.0919,3
-8469894.367,450739.733,2
-8468330.367,450779.8356,2
-8467568.419,450779.8356,2
-8464039.394,450759.7843,2
-8478937.494,450839.9894,3
-8464179.753,450719.6817,2
-8478536.468,450579.3228,2
-8470275.341,450739.733,1
-8465563.291,450739.733,2
-8492572.363,450579.3228,2
-8489604.774,450759.7843,2
-8487258.774,450839.9894,2
-8486055.698,450699.6304,3
-8484531.8,451000.3996,2
-8479298.417,450659.5279,3
-8491369.286,450659.5279,3
-8482125.647,450739.733,2
-8485414.057,450679.5792,2
-8485153.39,450719.6817,2
-8482446.467,450679.5792,3
-8482085.544,450920.1945,3
-8478255.75,451000.3996,1
-8470856.828,450599.374,2
-8466425.496,451742.2969,2
-8464079.496,450639.4766,2
-8490126.107,450659.5279,3
-8488983.184,450559.2715,1
-8473804.366,450499.1177,3
-8489905.543,450639.4766,2
-8470054.777,450739.733,3
-8471899.495,451080.6047,2
-8470475.854,450739.733,2
-8484371.39,450459.0151,2
-8483188.365,450599.374,2
-8482566.775,450438.9638,3
-8477975.032,450459.0151,3
-8471117.495,450438.9638,2
-8466204.932,450459.0151,2
-8489223.8,450559.2715,3
-8468029.598,450438.9638,3
-8465041.958,450479.0664,1
-8490667.492,450739.733,2
-8464400.317,450459.0151,2
-8480862.416,450398.8613,2
-8479980.16,450358.7587,2
-8480421.288,450378.81,3
-8485975.492,450378.81,2
-8478255.75,450599.374,3
-8468430.624,450278.5536,3
-8468390.521,450398.8613,2
-8464761.24,450378.81,2
-8486476.774,450198.3485,3
-8479579.135,450278.5536,2
-8489003.236,450338.7074,3
-8488622.261,450238.451,3
-8486817.646,450318.6561,2
-8474024.93,450298.6049,2
-8472480.982,450539.2202,2
-8468992.06,450398.8613,2
-8467127.291,450459.0151,2
-8475207.956,450258.5023,1
-8467849.137,450438.9638,2
-8466525.752,450238.451,2
-8492231.491,450318.6561,3
-8490567.235,450258.5023,3
-8482085.544,450258.5023,2
-8475969.904,450178.2972,2
-8473443.443,451140.7586,2
-8471979.7,450418.9125,3
-8466826.521,450298.6049,2
-8491228.927,450278.5536,2
-8472801.802,450198.3485,2
-8469393.085,450839.9894,2
-8468009.547,450098.0921,1
-8467528.316,450198.3485,2
-8478937.494,450238.451,3
-8470736.521,450118.1434,3
-8481183.237,450338.7074,2
-8469373.034,450198.3485,3
-8477393.545,450579.3228,2
-8481624.365,450559.2715,2
-8472982.264,450078.0408,3
-8489785.235,449977.7844,2
-8486577.031,450098.0921,2
-8492271.594,450118.1434,2
-8488983.184,450459.0151,2
-8474947.289,450098.0921,3
-8487880.364,450158.2459,2
-8471939.597,450098.0921,2
-8471578.674,450218.3998,3
-8465282.573,450218.3998,3
-8464320.112,450057.9895,3
-8474125.187,450098.0921,3
-8469733.957,449977.7844,2
-8484291.185,450178.2972,3
-8469994.623,449997.8357,2
-8467367.906,450078.0408,2
-8480822.314,449957.7331,2
-8478436.212,450098.0921,2
-8465102.111,450218.3998,2
-8478055.237,450158.2459,2
-8471177.649,450057.9895,3
-8467768.932,449917.6306,2
-8487499.39,450017.887,2
-8473563.751,449877.528,3
-8464460.471,450098.0921,1
-8475789.443,449877.528,2
-8474486.11,449777.2716,1
-8492331.748,449797.3229,1
-8469974.572,449857.4767,3
-8465904.163,449737.1691,2
-8483769.852,449817.3742,3
-8474606.418,449757.2203,3
-8466706.214,449837.4255,1
-8491008.363,449857.4767,2
-8473102.572,449777.2716,1
-8479679.391,449636.9127,2
-8467147.342,449737.1691,2
-8468871.752,450037.9382,3
-8482145.698,449576.7588,2
-8481183.237,449777.2716,2
-8476310.776,449697.0665,3
-8476431.084,449997.8357,2
-8472420.828,449576.7588,3
-8485915.339,449616.8614,2
-8486336.415,449576.7588,2
-8475809.494,449476.5024,3
-8470235.239,449556.7076,2
-8469052.213,449596.8101,3
-8469012.111,449757.2203,1
-8491569.799,449496.5537,3
-8484030.518,449576.7588,2
-8468510.829,449496.5537,3
-8467668.675,449456.4512,1
-8467508.265,449616.8614,2
-8464841.445,450298.6049,3
-8484692.211,449717.1178,3
-8477353.443,449536.6563,1
-8475508.725,449556.7076,2
-8465402.881,449576.7588,3
-8492512.209,449536.6563,1
-8480581.699,449496.5537,3
-8484571.903,449536.6563,2
-8472781.751,449476.5024,1
-8483789.903,449436.3999,3
-8471137.546,449636.9127,2
-8492051.03,449416.3486,2
-8490286.517,449456.4512,2
-8489063.389,449456.4512,2
-8477914.878,449656.964,2
-8475308.212,449336.1435,3
-8465202.368,449296.0409,2
-8490968.261,449456.4512,3
-8486978.056,449235.8871,3
-8486135.903,449596.8101,3
-8484010.467,449376.2461,3
-8475909.751,449235.8871,3
-8469814.162,449356.1948,3
-8468992.06,449296.0409,3
-8465563.291,449416.3486,1
-8465583.342,449917.6306,1
-8481965.237,449275.9897,2
-8479980.16,449275.9897,2
-8478877.34,449296.0409,2
-8476370.93,449255.9384,2
-8471358.11,449296.0409,3
-8469152.47,449215.8358,1
-8477854.725,449396.2973,1
-8470195.136,449255.9384,3
-8469433.188,449175.7333,1
-8468470.726,449316.0922,1
-8465402.881,449275.9897,2
-8489684.979,449215.8358,2
-8489023.287,449155.682,2
-8481784.775,449195.7845,2
-8492452.055,449135.6307,1
-8480501.493,449195.7845,2
-8472621.341,449155.682,3
-8464480.522,449115.5794,3
-8467829.085,449175.7333,1
-8466365.342,449155.682,2
-8485714.826,449175.7333,2
-8473022.366,449356.1948,3
-8464941.701,449296.0409,3
-8464721.137,449215.8358,2
-8491629.953,449175.7333,3
-8470896.931,449316.0922,3
-8489464.415,449115.5794,3
-8474887.135,448995.2718,1
-8472681.495,449055.4256,2
-8469954.521,449035.3743,3
-8468711.342,449075.4769,3
-8492331.748,449035.3743,2
-8478396.109,449235.8871,2
-8491529.697,449356.1948,2
-8490487.03,448995.2718,2
-8484351.339,449115.5794,3
-8480782.211,449235.8871,2
-8469373.034,449476.5024,2
-8468350.419,448995.2718,3
-8492251.543,449556.7076,3
-8477253.186,448955.1692,1
-8474826.982,448874.9641,3
-8491449.491,449115.5794,3
-8491128.671,448854.9128,3
-8489524.569,448915.0666,2
-8476110.263,448975.2205,2
-8470616.213,449516.605,2
-8464520.624,448955.1692,3
-8487719.954,448854.9128,3
-8481163.186,448874.9641,2
-8478777.083,448935.1179,2
-8467949.393,448874.9641,3
-8481223.339,448814.8103,3
-8474285.597,449917.6306,2
-8477614.109,448874.9641,1
-8471799.239,448935.1179,1
-8464560.727,448834.8615,3
-8490567.235,448874.9641,3
-8479338.519,448995.2718,3
-8472561.187,451702.1944,1
-8488181.133,448834.8615,2
-8483749.801,449255.9384,2
-8475007.443,448794.759,1
-8487399.133,448874.9641,3
-8480040.314,448794.759,2
-8467869.188,449015.323,2
-8487138.467,448734.6051,2
-8476751.904,449075.4769,2
-8480321.032,448714.5539,2
-8473924.674,448754.6564,3
-8471799.239,449356.1948,2
-8467307.752,448734.6051,1
-8466565.855,448674.4513,2
-8482606.878,448814.8103,3
-8472320.572,448794.759,2
-8470034.726,448754.6564,2
-8464600.83,448714.5539,3
-8472922.11,448694.5026,1
-8469292.829,448694.5026,1
-8469172.521,448634.3487,2
