X,Y,id
-8467468.162,448654.4,3
-8472160.162,448915.0666,3
-8471618.777,448654.4,2
-8470656.316,448714.5539,1
-8468009.547,448574.1949,3
-8466084.624,448534.0924,2
-8467006.983,448714.5539,1
-8482667.031,448614.2975,1
-8467688.726,448493.9898,3
-8480902.519,448554.1436,3
-8475989.956,448554.1436,2
-8473844.469,448534.0924,3
-8471137.546,448935.1179,1
-8477834.673,448594.2462,2
-8474446.007,449035.3743,1
-8488882.928,448674.4513,2
-8471097.444,448594.2462,2
-8481945.185,448634.3487,1
-8473483.546,448554.1436,3
-8477393.545,448413.7847,1
-8490487.03,448514.0411,2
-8466826.521,448514.0411,2
-8477233.135,448534.0924,2
-8470776.623,448473.9385,2
-8489203.748,448734.6051,3
-8488201.184,448534.0924,3
-8484972.929,448493.9898,2
-8478897.391,448373.6821,3
-8477714.366,448393.7334,1
-8469673.803,448634.3487,2
-8464921.65,448373.6821,2
-8487719.954,448554.1436,2
-8485253.646,448554.1436,3
-8468149.906,448453.8872,2
-8480641.852,448393.7334,3
-8479759.596,448373.6821,3
-8477995.084,448995.2718,3
-8473744.213,448734.6051,1
-8472841.905,448353.6308,3
-8471939.597,448373.6821,2
-8469433.188,448493.9898,2
-8469272.777,448453.8872,3
-8467728.829,448373.6821,2
-8489283.953,448433.836,2
-8485494.262,448433.836,2
-8480240.827,448473.9385,2
-8477634.161,448273.4257,2
-8476591.494,448413.7847,2
-8476711.802,448353.6308,3
-8468811.598,448353.6308,3
-8464681.035,448353.6308,3
-8487258.774,448233.3232,2
-8486837.697,448453.8872,3
-8473623.905,448333.5796,3
-8471398.213,448433.836,3
-8471217.751,448213.2719,2
-8467267.65,448534.0924,2
-8480882.468,448273.4257,3
-8490146.158,448233.3232,3
-8479358.571,448213.2719,3
-8478877.34,448233.3232,2
-8473984.828,448273.4257,3
-8469312.88,448293.477,2
-8486135.903,448193.2206,3
-8483930.262,448193.2206,2
-8479117.955,448173.1693,2
-8464721.137,448153.1181,3
-8474646.52,448213.2719,1
-8470315.444,448333.5796,2
-8479899.955,448333.5796,2
-8471418.264,448133.0668,2
-8489765.184,448393.7334,2
-8475047.546,448173.1693,1
-8467909.29,448092.9642,3
-8465603.393,448133.0668,3
-8492512.209,448072.9129,2
-8492151.286,448173.1693,2
-8482727.185,448012.7591,2
-8469332.931,448113.0155,3
-8491930.722,448032.8104,3
-8491248.979,448032.8104,3
-8487399.133,448052.8617,3
-8480160.622,448012.7591,2
-8472180.213,448133.0668,2
-8484391.441,447992.7078,2
-8484090.672,448052.8617,3
-8483048.006,447932.554,2
-8480641.852,447912.5027,3
-8475087.648,448373.6821,3
-8474065.033,448133.0668,1
-8473323.136,448113.0155,1
-8477894.827,448092.9642,2
-8470756.572,447992.7078,1
-8465262.522,447992.7078,2
-8478716.93,447912.5027,1
-8477834.673,448193.2206,3
-8473303.084,447932.554,2
-8471959.649,447912.5027,2
-8468851.701,447952.6053,1
-8490266.466,447992.7078,2
-8473824.418,449135.6307,2
-8466285.137,447832.2976,2
-8464761.24,447912.5027,3
-8471378.162,447912.5027,3
-8468951.957,447892.4514,3
-8464941.701,448012.7591,3
-8467067.137,447992.7078,2
-8476070.161,448072.9129,3
-8492552.312,447852.3489,3
-8485514.313,447872.4002,3
-8477413.597,448032.8104,3
-8466425.496,447812.2463,1
-8481524.109,448493.9898,2
-8466866.624,447852.3489,1
-8491489.594,447832.2976,2
-8484832.57,447852.3489,2
-8481704.57,447732.0412,2
-8478576.571,447952.6053,2
-8475929.802,447711.9899,1
-8475428.52,447772.1438,1
-8473383.29,447812.2463,3
-8469633.7,448113.0155,1
-8466004.419,447812.2463,2
-8465643.496,448413.7847,1
-8473944.725,447752.0925,1
-8467628.573,447752.0925,1
-8490948.21,447772.1438,3
-8479478.878,447732.0412,2
-8479138.006,447912.5027,3
-8486396.569,447772.1438,3
-8476451.135,447691.9387,2
-8472721.597,447732.0412,3
-8491810.415,447711.9899,2
-8483729.749,447772.1438,2
-8481343.647,447732.0412,2
-8475689.187,447752.0925,3
-8474105.136,447691.9387,3
-8464881.547,447571.631,2
-8488882.928,447711.9899,2
-8480541.596,447972.6566,2
-8474185.341,447591.6823,1
-8472380.726,447611.7335,2
-8469934.47,447551.5797,1
-8468771.495,448092.9642,2
-8490687.543,447611.7335,3
-8477714.366,447571.631,2
-8473744.213,447691.9387,3
-8483288.621,447671.8874,2
-8464841.445,447471.3746,3
-8474526.212,447792.195,3
-8478436.212,447571.631,3
-8469754.008,447531.5284,2
-8468330.367,447511.4771,1
-8489003.236,447451.3233,3
-8469032.162,447571.631,1
-8467829.085,447752.0925,2
-8465463.034,447551.5797,2
-8465302.624,447551.5797,1
-8492512.209,447451.3233,2
-8485594.518,447491.4259,2
-8484391.441,447491.4259,3
-8477413.597,447571.631,3
-8480080.417,447491.4259,2
-8489925.594,447331.0156,2
-8485955.441,447411.2208,3
-8478636.724,447491.4259,2
-8475969.904,447431.272,2
-8467047.085,447371.1182,2
-8491068.517,448514.0411,2
-8485474.21,447371.1182,3
-8481804.827,447411.2208,2
-8480501.493,447371.1182,3
-8477172.981,447752.0925,2
-8476150.366,447250.8105,2
-8472902.059,447351.0669,3
-8472420.828,447371.1182,1
-8490707.594,447371.1182,2
-8483970.365,447250.8105,2
-8488020.723,447331.0156,2
-8484291.185,447290.9131,2
-8479539.032,447230.7592,2
-8476531.34,447270.8618,2
-8481403.801,447310.9644,2
-8474947.289,447792.195,2
-8472982.264,447250.8105,2
-8464881.547,447270.8618,3
-8473884.571,447250.8105,1
-8484672.159,447230.7592,2
-8475528.776,448333.5796,1
-8469774.059,447210.708,2
-8466746.316,447230.7592,2
-8475789.443,447290.9131,1
-8467287.701,447170.6054,2
-8467067.137,447210.708,3
-8485033.082,447391.1695,2
-8483830.006,447250.8105,3
-8490767.748,447190.6567,3
-8489364.159,447110.4516,3
-8486998.108,447331.0156,2
-8482667.031,447210.708,2
-8481624.365,447210.708,3
-8489564.671,447511.4771,2
-8487900.415,447190.6567,3
-8474766.828,447431.272,1
-8492411.953,447090.4003,2
-8482045.442,447110.4516,2
-8474606.418,447290.9131,2
-8470756.572,447090.4003,2
-8483088.108,447170.6054,3
-8479218.212,447310.9644,3
-8466044.522,447210.708,1
-8489003.236,447070.349,2
-8473303.084,447070.349,1
-8487740.005,447070.349,1
-8478696.878,447070.349,3
-8476912.315,447050.2977,2
-8473523.648,447310.9644,1
-8469693.854,447010.1952,2
-8466144.778,447030.2465,2
-8491128.671,447210.708,3
-8486296.313,446929.9901,3
-8480501.493,447070.349,1
-8479198.16,447030.2465,2
-8474345.751,447270.8618,1
-8487619.697,447090.4003,2
-8481022.827,446950.0413,3
-8472480.982,446950.0413,3
-8482406.365,446950.0413,3
-8482085.544,446950.0413,3
-8468310.316,447030.2465,1
-8490847.953,446889.8875,2
-8483228.467,446990.1439,2
-8473804.366,446950.0413,3
-8472861.956,447070.349,1
-8488361.595,447371.1182,3
-8466906.727,447210.708,1
-8486135.903,447190.6567,2
-8467829.085,446869.8362,2
-8466265.086,446909.9388,1
-8487359.031,446990.1439,3
-8475869.648,446929.9901,2
-8474446.007,446849.785,2
-8467207.496,446950.0413,3
-8492552.312,446769.5798,2
-8466425.496,446789.6311,2
-8474285.597,446909.9388,3
-8468169.957,447290.9131,3
-8488120.979,446889.8875,3
-8481002.775,446829.7337,1
-8475248.058,447170.6054,3
-8468631.136,446849.785,1
-8473643.956,446669.3234,3
-8473383.29,446729.4773,1
-8470375.598,446769.5798,3
-8469232.675,446829.7337,1
-8486376.518,446729.4773,2
-8485534.364,446990.1439,2
-8480421.288,446809.6824,3
-8477273.238,446669.3234,2
-8475769.392,446749.5286,1
-8474044.982,447270.8618,2
-8469814.162,446749.5286,2
-8468831.649,447110.4516,2
-8467347.855,446769.5798,2
-8491409.389,447030.2465,2
-8490567.235,446629.2209,3
-8481664.468,446669.3234,3
-8478115.391,447110.4516,2
-8474927.238,446729.4773,2
-8473804.366,446729.4773,1
-8472440.879,446609.1696,3
-8471077.392,446869.8362,3
-8490326.62,446729.4773,2
-8487820.21,446689.3747,3
-8485855.185,446709.426,2
-8485614.569,446609.1696,2
-8482426.416,446629.2209,3
-8472781.751,446649.2722,3
-8470676.367,446629.2209,3
-8467247.598,446729.4773,1
-8488421.748,446609.1696,2
-8482907.647,446709.426,2
-8481163.186,446629.2209,3
-8473242.931,446789.6311,3
-8490126.107,446569.0671,3
-8486677.287,446889.8875,2
-8485013.031,446669.3234,2
-8473503.597,446629.2209,2
-8478396.109,446609.1696,3
-8468290.265,446589.1183,2
-8475749.34,446589.1183,2
-8468029.598,447732.0412,1
-8491830.466,446629.2209,3
-8478797.135,446709.426,2
-8466966.88,446809.6824,2
-8488481.902,446468.8107,3
-8480822.314,446589.1183,1
-8466846.573,446508.9132,1
-8465122.163,446528.9645,3
-8485394.005,446589.1183,3
-8471257.854,446589.1183,3
-8490065.953,446468.8107,2
-8489163.646,446468.8107,3
-8478877.34,446448.7594,1
-8476010.007,446508.9132,1
-8472320.572,447150.5541,2
-8467668.675,446448.7594,2
-8465282.573,446569.0671,2
-8482586.826,446428.7081,3
-8490707.594,446488.8619,2
-8481804.827,446589.1183,2
-8478436.212,446448.7594,2
-8476471.186,446408.6568,1
-8472501.033,446448.7594,2
-8471157.598,446508.9132,2
-8469934.47,446789.6311,1
-8467428.06,446348.503,2
-8491048.466,446308.4004,2
-8485113.287,446328.4517,2
-8472200.264,446368.5543,3
-8483930.262,446508.9132,2
-8478797.135,446388.6055,3
-8476310.776,446268.2979,2
-8470094.88,446328.4517,3
-8484952.877,446308.4004,3
-8471257.854,446248.2466,3
-8482767.288,446328.4517,3
-8473824.418,446348.503,3
-8471899.495,446528.9645,1
-8477092.776,446428.7081,2
-8474586.366,446368.5543,2
-8490065.953,446248.2466,3
-8473042.418,446248.2466,3
-8469754.008,446228.1953,1
-8489243.851,446228.1953,3
-8488542.056,446188.0928,2
-8483148.262,446528.9645,3
-8479458.827,446308.4004,2
-8478295.853,446087.8364,3
-8465242.47,446127.9389,2
-8476852.161,446067.7851,2
-8470776.623,446188.0928,3
-8469292.829,446047.7338,2
-8468651.188,446107.8876,2
-8491990.876,446208.144,2
-8491910.671,446127.9389,3
-8487960.569,446168.0415,3
-8485795.031,445967.5287,2
-8481604.314,446388.6055,2
-8477734.417,446468.8107,2
-8476691.75,446127.9389,1
-8486697.338,446047.7338,3
-8485935.39,445967.5287,3
-8485313.8,445987.58,2
-8484491.698,446569.0671,2
-8480541.596,446609.1696,2
-8476892.263,446288.3492,3
-8491850.517,446087.8364,2
-8487479.338,446007.6313,3
-8477834.673,446067.7851,3
-8469533.444,446007.6313,2
-8468390.521,446127.9389,1
-8486998.108,446168.0415,3
-8483068.057,446087.8364,2
-8482566.775,445947.4774,1
-8481323.596,445987.58,1
-8472059.905,445927.4261,3
-8471658.88,445947.4774,3
-8488181.133,445967.5287,2
-8492211.44,446147.9902,3
-8465242.47,445867.2723,3
-8471779.187,446067.7851,1
-8472521.085,445987.58,3
-8492371.85,446127.9389,2
-8484170.877,446007.6313,2
-8471057.341,445947.4774,2
-8479198.16,445947.4774,3
-8476350.879,446689.3747,3
-8475769.392,445807.1185,3
-8472902.059,445887.3236,3
-8470536.008,445927.4261,2
-8490005.799,445907.3749,2
-8489123.543,445947.4774,2
-8485935.39,445767.0159,2
-8482546.724,445787.0672,3
-8477674.263,445827.1697,3
-8474345.751,445787.0672,2
-8469774.059,445827.1697,1
-8481042.878,446087.8364,3
-8473403.341,445726.9134,3
-8479158.058,445867.2723,1
-8469954.521,446468.8107,2
-8467728.829,445787.0672,2
-8482667.031,445686.8108,2
-8479819.75,445746.9646,2
-8478736.981,445767.0159,3
-8475969.904,445746.9646,1
-8467347.855,445767.0159,1
-8485133.339,445666.7595,3
-8481123.083,445887.3236,1
-8472160.162,445686.8108,3
-8467809.034,445686.8108,1
-8465282.573,445706.8621,2
-8492111.184,445787.0672,2
-8487740.005,445686.8108,2
-8474024.93,445646.7082,3
-8471478.418,446228.1953,2
-8469774.059,445646.7082,2
-8484712.262,445706.8621,3
-8470054.777,447391.1695,3
-8465382.829,445767.0159,2
-8477233.135,445606.6057,2
-8475067.597,446188.0928,1
-8478155.494,445566.5031,3
-8472501.033,445526.4006,3
-8467367.906,445626.657,2
-8481824.878,445646.7082,3
-8476390.981,445506.3493,2
-8474927.238,445546.4518,1
-8478436.212,445887.3236,2
-8474085.084,445706.8621,2
-8471518.521,445506.3493,2
-8487379.082,445506.3493,2
-8486196.057,445526.4006,2
-8473162.725,445787.0672,1
-8489504.517,445325.8878,2
-8486837.697,446047.7338,2
-8485714.826,445546.4518,2
-8483368.826,445466.2467,1
-8474044.982,445486.298,2
-8472260.418,445767.0159,1
-8470495.905,445466.2467,2
-8469453.239,445506.3493,2
-8488181.133,445466.2467,2
-8479258.314,445426.1442,1
-8479077.853,445506.3493,3
-8476170.417,445345.9391,2
-8475268.11,445386.0416,3
-8473483.546,445546.4518,1
-8468631.136,445526.4006,2
-8468410.572,445526.4006,1
-8468149.906,445446.1955,2
-8487699.902,445365.9903,2
-8468430.624,445386.0416,2
-8481524.109,445506.3493,1
-8481123.083,445365.9903,1
-8480180.673,445365.9903,1
-8479960.109,445526.4006,3
-8479498.929,445506.3493,1
-8478396.109,445325.8878,2
-8477634.161,445526.4006,2
-8471558.623,445285.7852,3
-8470074.829,445506.3493,1
-8486577.031,445305.8365,2
-8477634.161,445386.0416,1
-8484291.185,445386.0416,2
-8467768.932,445265.7339,1
-8482185.801,445867.2723,2
-8480561.647,445325.8878,1
-8473844.469,445646.7082,1
-8479178.109,445305.8365,2
-8475568.879,445345.9391,1
-8473022.366,445325.8878,3
-8470094.88,445265.7339,2
-8467849.137,445345.9391,2
-8480260.878,445205.5801,3
-8485394.005,445325.8878,3
-8477954.981,445165.4776,2
-8468049.649,445305.8365,1
-8484511.749,445045.1699,2
-8480361.134,445345.9391,2
-8477233.135,445265.7339,3
-8471057.341,445225.6314,2
-8487740.005,445105.3237,2
-8487158.518,445045.1699,3
-8478696.878,445185.5288,3
-8468350.419,445045.1699,1
-8465402.881,445105.3237,3
-8480822.314,445265.7339,3
-8479057.801,445085.2724,1
-8477754.468,445245.6827,3
-8475909.751,445065.2212,3
-8474345.751,445325.8878,3
-8487599.646,445125.375,3
-8481203.288,445085.2724,3
-8480441.34,445005.0673,3
-8480280.929,445045.1699,1
-8469332.931,445025.1186,1
-8465442.983,444944.9135,3
-8483388.878,445546.4518,2
-8479238.263,444884.7597,2
-8485153.39,445325.8878,2
-8475107.699,445025.1186,3
-8472541.136,444964.9648,3
-8480621.801,444964.9648,1
-8467909.29,444804.5545,1
-8481484.006,445045.1699,1
-8473623.905,445005.0673,1
-8473022.366,444944.9135,3
-8466465.598,444964.9648,2
-8488662.364,445145.4263,3
-8487559.543,444884.7597,2
-8483428.98,445065.2212,3
-8469894.367,444804.5545,1
-8468250.162,444864.7084,2
-8467648.624,444924.8622,1
-8477894.827,444844.6571,2
-8476832.109,444864.7084,3
-8470876.88,447030.2465,1
-8471117.495,444824.6058,1
-8468430.624,444864.7084,1
-8466966.88,445185.5288,2
-8478877.34,444964.9648,2
-8478255.75,444904.8109,2
-8466906.727,444884.7597,2
-8487679.851,444784.5033,3
-8486075.749,444744.4007,3
-8479037.75,444844.6571,3
-8475709.238,444804.5545,1
-8475388.417,444904.8109,1
-8470876.88,444824.6058,2
-8468671.239,444804.5545,2
-8483709.698,444704.2981,3
-8477674.263,444804.5545,2
-8469112.367,445005.0673,2
-8467067.137,444844.6571,1
-8466365.342,444784.5033,2
-8486697.338,444764.452,2
-8472701.546,445185.5288,1
-8472160.162,444804.5545,1
-8465483.086,444744.4007,3
-8489223.8,444764.452,3
-8487238.723,444704.2981,2
-8470355.546,444764.452,2
-8487659.8,444664.1956,2
-8479338.519,444664.1956,2
-8478596.622,444764.452,3
-8469593.598,444684.2469,2
-8482125.647,444804.5545,2
-8480441.34,444724.3494,3
-8473323.136,444704.2981,3
-8492371.85,444583.9905,2
-8479539.032,444664.1956,2
-8478155.494,444644.1443,3
-8472601.29,444624.093,1
-8488862.877,444624.093,3
-8491269.03,444503.7854,2
-8488341.543,444483.7341,3
-8487679.851,444503.7854,3
-8485394.005,444543.8879,3
-8482266.006,444523.8366,3
-8474887.135,445325.8878,2
-8471217.751,444563.9392,2
-8490466.979,444463.6828,2
-8490045.902,444423.5802,2
-8485193.493,444483.7341,2
-8474907.187,444884.7597,1
-8466806.47,444543.8879,2
-8465603.393,444523.8366,2
-8486216.108,444543.8879,2
-8479960.109,444824.6058,1
-8474365.802,444604.0418,3
-8473563.751,444523.8366,3
-8473062.469,444403.529,1
-8490747.697,444503.7854,2
-8487058.261,444523.8366,3
-8472200.264,444423.5802,1
-8490627.389,444363.4264,3
-8488802.723,444784.5033,2
-8478556.519,444403.529,2
-8492171.338,444363.4264,3
-8485554.416,444463.6828,2
-8475528.776,444463.6828,1
-8475047.546,444383.4777,2
-8473764.264,444664.1956,1
-8465563.291,444343.3751,3
-8480902.519,444985.016,2
-8490326.62,444403.529,3
-8492051.03,444243.1187,2
-8466405.445,444323.3239,1
-8476551.392,444323.3239,3
-8483007.903,444303.2726,3
-8482566.775,444323.3239,2
-8481082.98,444303.2726,1
-8467608.521,444583.9905,2
-8490667.492,444203.0162,2
-8488582.159,444243.1187,2
-8483669.595,444303.2726,3
-8481784.775,444263.17,2
-8480982.724,444142.8623,3
-8490928.158,444383.4777,3
-8486276.262,444122.8111,2
-8478817.186,444203.0162,2
-8478436.212,444162.9136,2
-8475187.905,444223.0675,1
-8466545.804,444162.9136,2
-8491028.415,444223.0675,2
-8471097.444,444343.3751,1
-8469332.931,445406.0929,1
-8469513.393,444283.2213,2
-8467989.496,444162.9136,1
-8467528.316,444122.8111,3
-8488902.979,444243.1187,3
-8487479.338,444303.2726,2
-8477253.186,444062.6572,1
-8477253.186,444223.0675,3
-8475448.571,444283.2213,2
-8471939.597,445145.4263,2
-8468470.726,444142.8623,2
-8484351.339,444002.5034,2
-8484110.724,444363.4264,2
-8483649.544,444082.7085,3
-8474967.341,444042.606,1
-8474466.059,444042.606,3
-8474245.494,444082.7085,2
-8473904.623,444122.8111,1
-8467849.137,444182.9649,3
-8467027.034,444122.8111,2
-8465603.393,444102.7598,3
-8489304.005,444122.8111,2
-8486496.826,444062.6572,3
-8483449.031,444243.1187,1
-8482426.416,444042.606,2
-8475508.725,444122.8111,3
-8487138.467,444102.7598,2
-8468671.239,444002.5034,2
-8479960.109,443982.4521,1
-8480601.75,444182.9649,1
-8470054.777,444002.5034,2
-8492512.209,443882.1957,3
-8485033.082,443882.1957,1
-8467267.65,443942.3496,3
-8484291.185,443922.2983,3
-8483870.108,443862.1444,3
-8476972.468,443842.0932,2
-8476350.879,443842.0932,1
-8475288.161,444022.5547,2
-8474305.648,444223.0675,1
-8467989.496,443942.3496,2
-8465643.496,443902.247,3
-8485333.852,443781.9393,2
-8470435.752,444042.606,2
-8485173.441,443882.1957,3
-8468330.367,443822.0419,1
-8485013.031,444142.8623,2
-8473764.264,443822.0419,1
-8469212.624,443822.0419,1
-8468350.419,443721.7855,2
-8486376.518,443801.9906,2
-8478596.622,443781.9393,2
-8476691.75,443721.7855,3
-8476631.597,444604.0418,2
-8472360.674,443822.0419,2
-8469032.162,443801.9906,2
-8466666.111,443741.8368,2
-8469332.931,443942.3496,2
-8492271.594,443621.5291,2
-8484090.672,443621.5291,2
-8471819.29,443681.6829,2
-8485915.339,443781.9393,2
-8478817.186,443741.8368,3
-8469733.957,443681.6829,2
-8468089.752,443641.5804,2
-8468891.803,443621.5291,3
-8467247.598,443761.8881,2
-8472701.546,443621.5291,2
-8492492.158,443561.3753,3
-8484712.262,443481.1702,2
-8481303.545,443581.4265,1
-8480521.545,443581.4265,1
-8476451.135,443601.4778,3
-8473864.52,444944.9135,2
-8487238.723,443621.5291,2
-8483609.442,443501.2214,3
-8479057.801,443601.4778,1
-8476491.238,443781.9393,2
-8475107.699,444042.606,3
-8468651.188,443641.5804,2
-8491549.748,443541.324,3
-8477694.314,443501.2214,2
-8477132.879,443421.0163,2
-8474125.187,443541.324,3
-8474044.982,443501.2214,1
-8470937.034,443561.3753,3
-8491629.953,443621.5291,2
-8491108.62,443461.1189,3
-8481002.775,443400.965,3
-8474686.623,443922.2983,2
-8476350.879,443421.0163,3
-8475207.956,443541.324,2
-8476010.007,443481.1702,2
-8470977.136,443441.0676,1
-8468270.213,443360.8625,1
-8468631.136,443340.8112,2
-8479418.724,443942.3496,2
-8469834.213,443942.3496,1
-8486777.544,443501.2214,2
-8473202.828,443320.7599,3
-8473563.751,443400.965,1
-8490607.338,443340.8112,2
-8479899.955,444323.3239,3
-8471498.469,444583.9905,3
-8467307.752,443400.965,1
-8486356.467,443320.7599,3
-8472821.854,443240.5548,3
-8480120.519,443421.0163,1
-8475047.546,443340.8112,1
-8473643.956,443240.5548,2
-8472621.341,443260.6061,2
-8468651.188,443461.1189,1
-8467688.726,443260.6061,2
-8490948.21,443360.8625,2
-8489183.697,443380.9138,2
-8478476.314,443280.6574,3
-8478335.955,443421.0163,2
-8476912.315,443200.4523,2
-8475769.392,443521.2727,3
-8474666.571,443200.4523,2
-8472180.213,443260.6061,1
-8465924.214,443220.5035,1
-8490266.466,443180.401,2
-8488742.569,443240.5548,2
-8487840.261,443581.4265,2
-8481764.724,444724.3494,1
-8468370.47,443220.5035,2
-8473002.315,443340.8112,1
-8467067.137,443140.2984,2
-8466666.111,447671.8874,3
-8490627.389,443100.1959,2
-8476250.622,443160.3497,2
-8468992.06,443080.1446,2
-8490928.158,443100.1959,2
-8481343.647,443801.9906,2
-8471297.957,443160.3497,1
-8468149.906,443080.1446,2
-8491890.62,443060.0933,2
-8473623.905,443661.6317,3
-8490747.697,443220.5035,3
-8469713.906,443019.9907,2
-8474766.828,443400.965,3
-8469473.29,443160.3497,2
-8470395.649,443060.0933,3
-8484972.929,443180.401,3
-8476511.289,443019.9907,2
-8477453.699,443200.4523,2
-8470676.367,443340.8112,2
-8488542.056,443060.0933,3
-8483749.801,443080.1446,2
-8476350.879,443019.9907,1
-8469312.88,442979.8882,2
-8466806.47,443019.9907,2
-8487138.467,443019.9907,2
-8480300.981,443019.9907,2
-8477874.776,443100.1959,2
-8471618.777,443260.6061,1
-8488341.543,442999.9395,2
-8481744.673,442939.7856,3
-8480661.904,443100.1959,1
-8474506.161,443160.3497,1
-8469172.521,443060.0933,1
-8468731.393,444182.9649,3
-8492151.286,442899.6831,3
-8489283.953,442859.5805,2
-8475629.033,443200.4523,2
-8474024.93,442919.7344,1
-8473784.315,442879.6318,2
-8470916.982,442859.5805,1
-8470094.88,443100.1959,1
-8466906.727,443421.0163,1
-8484391.441,442999.9395,3
-8482867.544,442999.9395,3
-8475689.187,442919.7344,2
-8470696.418,442859.5805,3
-8479238.263,442879.6318,2
-8478997.648,442919.7344,3
-8474345.751,442859.5805,1
-8473022.366,442919.7344,1
-8470315.444,442839.5292,2
-8467588.47,442819.478,2
-8467227.547,442779.3754,2
-8466365.342,442799.4267,3
-8491850.517,442779.3754,2
-8475989.956,442799.4267,3
-8470596.162,442839.5292,1
-8469312.88,442699.1703,1
-8468049.649,442839.5292,2
-8484050.57,442779.3754,2
-8482667.031,443300.7086,1
-8480742.109,442739.2728,2
-8475508.725,442759.3241,2
-8471057.341,442979.8882,3
-8473603.854,442799.4267,1
-8485835.133,442699.1703,2
-8472641.392,442959.8369,1
-8480561.647,442939.7856,3
-8468169.957,442739.2728,3
-8473764.264,442639.0165,3
-8468210.06,442819.478,1
-8485193.493,443040.042,2
-8483689.647,442719.2216,2
-8478616.673,442719.2216,3
-8491529.697,442719.2216,3
-8482225.903,442679.119,1
-8479238.263,442679.119,1
-8472200.264,443080.1446,2
-8483930.262,442639.0165,3
-8473944.725,442578.8626,1
-8472460.931,442679.119,1
-8467869.188,442598.9139,2
-8467327.803,442598.9139,2
-8491429.44,442518.7088,2
-8489785.235,442639.0165,3
-8484231.031,442598.9139,3
-8479378.622,442598.9139,3
-8478536.468,442879.6318,2
-8470054.777,442598.9139,1
-8466164.829,442679.119,1
-8490466.979,442538.7601,2
-8489304.005,442578.8626,3
-8477714.366,442518.7088,3
-8475849.597,442558.8113,3
-8487860.313,442458.5549,2
-8482867.544,442538.7601,3
-8481965.237,442679.119,1
-8481143.134,442679.119,3
-8480160.622,442518.7088,3
-8468771.495,442618.9652,3
-8487258.774,442538.7601,2
-8470776.623,442518.7088,2
-8471598.726,442538.7601,3
-8468751.444,442959.8369,3
-8469252.726,442458.5549,1
-8478456.263,442418.4524,1
-8475669.135,442418.4524,3
-8470395.649,442438.5037,2
-8465964.316,442458.5549,1
-8485173.441,442498.6575,2
-8481263.442,443040.042,3
-8492532.261,442899.6831,2
-8485734.877,442458.5549,2
-8476832.109,442398.4011,1
-8484331.288,442338.2473,2
-8482346.211,442298.1447,1
-8492151.286,442258.0422,2
-8486236.159,442318.196,3
-8467869.188,442298.1447,2
-8466224.983,442278.0934,3
-8490126.107,442298.1447,3
-8483268.57,442278.0934,3
-8480601.75,442338.2473,3
-8478696.878,442237.9909,1
-8476491.238,442338.2473,2
-8469012.111,442478.6062,2
-8468550.931,442338.2473,3
-8468611.085,442538.7601,1
-8487399.133,442338.2473,2
-8485594.518,442298.1447,3
-8484190.929,442278.0934,3
-8483348.775,442458.5549,1
-8472240.367,442558.8113,3
-8471117.495,442258.0422,2
-8491509.645,442217.9396,3
-8482747.237,442237.9909,3
-8481323.596,442578.8626,1
-8477594.058,442177.837,2
-8469713.906,442338.2473,2
-8466365.342,442237.9909,2
-8478115.391,442258.0422,2
-8475228.007,442258.0422,3
-8469934.47,442237.9909,3
-8468210.06,442157.7858,3
-8467027.034,442859.5805,3
-8489324.056,442137.7345,3
-8484491.698,442278.0934,3
-8477333.391,442117.6832,3
-8488481.902,442278.0934,2
-8478376.058,442137.7345,1
-8470696.418,442117.6832,2
-8490406.825,442117.6832,2
-8488221.236,442097.6319,3
-8480641.852,442177.837,1
-8469613.649,442177.837,2
-8480782.211,442217.9396,2
-8472079.956,442298.1447,1
-8479498.929,442217.9396,1
-8473262.982,442498.6575,1
-8483589.39,442418.4524,3
-8468871.752,442017.4268,2
-8484812.518,442057.5294,2
-8477574.007,442077.5807,1
-8483027.955,441917.1704,3
-8472841.905,442057.5294,1
-8471297.957,442077.5807,2
-8466846.573,442157.7858,2
-8489684.979,442077.5807,3
-8484832.57,441977.3243,3
-8477914.878,442017.4268,2
-8477293.289,441937.2217,3
-8471157.598,441977.3243,3
-8468330.367,441957.273,3
-8467006.983,442197.8883,1
-8487258.774,442057.5294,2
-8485754.928,441977.3243,3
-8481864.98,442037.4781,1
-8469332.931,441997.3755,3
-8481524.109,441897.1191,1
-8481383.75,442298.1447,2
-8482286.057,441836.9653,1
-8481263.442,441836.9653,3
-8477774.52,441816.914,3
-8472380.726,442057.5294,2
-8469633.7,441796.8628,2
-8468972.008,441897.1191,3
-8468310.316,442338.2473,2
-8483990.416,441957.273,2
-8482486.57,441857.0166,3
-8472280.469,441836.9653,1
-8471197.7,442578.8626,2
-8466365.342,442077.5807,1
-8478736.981,441776.8115,1
-8477533.904,441776.8115,3
-8466966.88,441836.9653,1
-8469152.47,441997.3755,1
-8470295.393,441836.9653,2
-8479739.545,441937.2217,3
-8486075.749,441897.1191,2
-8469854.264,441796.8628,1
-8466706.214,441796.8628,3
-8491850.517,441656.5038,2
-8485113.287,441937.2217,2
-8476912.315,442278.0934,2
-8471057.341,441776.8115,2
-8491148.722,441857.0166,2
-8480661.904,441957.273,2
-8478997.648,442237.9909,2
-8482787.339,441576.2987,3
-8480341.083,441736.7089,1
-8475608.981,442017.4268,2
